experimental phase,cam_id,drink,eat,groom,hang,sniff,rear,rest,walk,eathand
FC-B_preexposure,17202338,0.005063674579624135,0.0743076162215628,0.08158073689416419,0.05209652159577976,0.2580846109462578,0.010139919221892515,0.4775877843719089,0.012582838773491593,0.028556297395318165
FC-B_preexposure,17202339,0.005882171117705241,0.1422609627431586,0.11051722716782067,0.025424085064292785,0.1873835723705902,0.018043397626112758,0.459430019782394,0.020106536432575005,0.030952027695351134
FC-B_preexposure,17202341,0.002715545664358721,0.09393133860863832,0.07383325090669304,0.02677835476425981,0.23291790306627105,0.030441806791955163,0.44259252390372567,0.02736852950873722,0.06942074678536102
FC-B_preexposure,17202342,0.002025428618529509,0.08754430431915596,0.10855959446092975,0.03346212495878668,0.20461032805802834,0.01931441641938675,0.46591205077481035,0.01917305473128915,0.05939869765908341
FC-B_preexposure,17202345,0.0023489531816683154,0.094103404220244,0.09775552258489946,0.02035567095285196,0.23413163534454334,0.013231330365974289,0.45493818001978237,0.018909701615562154,0.0642256017144741
FC-B_preexposure,17202346,0.002169263105835807,0.10256181998021759,0.09064890372568417,0.025526500164853284,0.3091413204747774,0.013358267392021101,0.368669015825915,0.027942424991757333,0.05998248433893835
FC-B_postcond,17202338,0.006646939634173346,0.07606127374994463,0.08855919770583288,0.023832709597413525,0.22797358718278043,0.01006950595686257,0.5194164101598832,0.007471129146552108,0.03996924686655743
FC-B_postcond,17202339,0.009121722618362194,0.09925013286682313,0.13524112560343676,0.012809053766774435,0.2607746689401657,0.011610899508392756,0.4240938759466763,0.018933245493600242,0.028165275255768635
FC-B_postcond,17202341,0.00241762256964436,0.08663885690243148,0.07657557907790427,0.015290203286239427,0.24119065281899113,0.018339358474688875,0.4431278787811682,0.02480485185349218,0.09161499623543999
FC-B_postcond,17202342,0.002220259976083972,0.07386288143850481,0.1123491407945436,0.02090354975862527,0.23543142964701716,0.010832798175295628,0.46682869037601316,0.01465105850569113,0.06292019132822534
FC-B_postcond,17202345,0.0018197218654501964,0.07484526551220162,0.08504611585986979,0.014149347845343023,0.3381796968421985,0.010408731564728286,0.411996351698481,0.01983078856459542,0.043723980247132296
FC-B_postcond,17202346,0.002937879224057753,0.08769860822002748,0.07634347734620664,0.018755120908809073,0.26775695889986273,0.009844877983967402,0.4576435792107711,0.02687508304176447,0.05214441516453343
FC-B_postret,17202338,0.005288283211595525,0.08450740769801418,0.09189013995092443,0.019921785836567,0.23242642233508334,0.008593749999999999,0.49774184689568607,0.00941869008217302,0.050211673989956615
FC-B_postret,17202339,0.008173433576808945,0.07567782041771286,0.15723971410636842,0.014226828207030355,0.3003957964791146,0.008626472979913263,0.3822682464049302,0.01626082444076695,0.03713086338735448
FC-B_postret,17202341,0.0027567115979347063,0.0537434092011475,0.12520778756434592,0.010380205963361562,0.27888746691226063,0.012074125626321007,0.37379863101012495,0.01878696171688104,0.1243647004076228
FC-B_postret,17202342,0.0019047984193106596,0.06290301871718783,0.10356154416799816,0.012158504051586395,0.23330646541885425,0.007763995092444643,0.4821647276592103,0.01223794867039489,0.08399899780301298
FC-B_postret,17202345,0.0017919175131248567,0.08102798305181468,0.09876410565510158,0.018564094242182146,0.2725096653161378,0.008190463792513123,0.43843559190253356,0.01773157526820361,0.06298460325838848
FC-B_postret,17202346,0.0017843386213193325,0.0778169403389637,0.09380902619265005,0.021177920280757823,0.3591084904987446,0.00574916899680438,0.3577137960796621,0.01932332087422963,0.0635169981168683
FC-B_postext,17202338,0.0034900973017735148,0.07861021496101024,0.06904350113863776,0.02025330377475675,0.2645752104754676,0.008033434545580014,0.504291241115175,0.007563962114415845,0.044139034573183356
FC-B_postext,17202339,0.005850829825408873,0.06996540956455728,0.17277987198951075,0.01577940618314816,0.29614070802567116,0.007499913739562489,0.38149476399144294,0.014751181767993931,0.03573791491270443
FC-B_postext,17202341,0.001866460216686219,0.07021685873990755,0.13147708060175284,0.006218083638120212,0.24501996929128422,0.007384109102201365,0.3995005520668002,0.011652059899247806,0.12666482644399968
FC-B_postext,17202342,0.001825702159961356,0.075193223380029,0.09900865192188255,0.018817930094541437,0.2328438772341454,0.009727158236146572,0.4669214943758195,0.01294855427506728,0.08271340832240703
FC-B_postext,17202345,0.0013403695710817371,0.09559743390882113,0.08138888420555707,0.017406890679794982,0.28244853486646887,0.009026419611545726,0.42017045454545454,0.01987287564067979,0.07274813697059616
FC-B_postext,17202346,0.002169038305907742,0.0766878962098732,0.08576257755597518,0.012304845562449419,0.28378300343943896,0.007556017332074453,0.41427029943350424,0.01788697902616671,0.09957934313461018
