experimental phase,hour,drink,eat,groom,hang,sniff,rear,rest,walk,eathand
"Experiment: FC-D, Phase: preexposure",10h,0.001134396636993076,0.046942538328387726,0.07494807121661722,0.0023384953016815035,0.39350318372898113,0.003298714144411473,0.4233166419386746,0.008292223046488625,0.046225735657764576
"Experiment: FC-D, Phase: preexposure",11h,0.0031041357566765574,0.0461368694362018,0.07006738377843719,0.0012626730959446092,0.4078928659742829,0.0017892247774480715,0.41592312685459937,0.006169788575667657,0.04765393175074183
"Experiment: FC-D, Phase: preexposure",12h,0.001123114490603363,0.06449663081107816,0.06571587537091989,0.003632078387734916,0.4111920437685459,0.0025557925321463898,0.40586084322453025,0.0065776458951533135,0.03884597551928784
"Experiment: FC-D, Phase: preexposure",13h,0.0018060449637322786,0.0805757758407517,0.06675926784536762,0.01262660216782064,0.4169679102786019,0.01081141299868117,0.3360812314540059,0.029564632789317504,0.04480712166172107
"Experiment: FC-D, Phase: preexposure",14h,0.003684728404220244,0.07081092359050443,0.08045046158918563,0.009689509149357073,0.35710813860039575,0.005541259685130233,0.41075435830860524,0.015133659948895484,0.046826960723705895
"Experiment: FC-D, Phase: preexposure",15h,0.002542604269699967,0.06853453161061655,0.09214255172271678,0.010265851673260799,0.38830159907682155,0.0034143947823936697,0.35980336094625787,0.007896987306297395,0.0670981186119354
"Experiment: FC-D, Phase: preexposure",16h,0.0016086074019122981,0.06398187644246622,0.0951298734751072,0.005030858473458622,0.39939841431750744,0.0030712938921859546,0.37718031342729963,0.00684115356083086,0.04775760900923178
"Experiment: FC-D, Phase: preexposure",17h,0.00323962454665348,0.07507405518463568,0.09671014671941974,0.005360049868117375,0.35825129306791953,0.004479501524892845,0.384550800568744,0.00843057101055061,0.06390395750906692
"Experiment: FC-D, Phase: preexposure",18h,0.004870641691394661,0.09992864943949882,0.13140094378503134,0.02523993879821958,0.33484135447576663,0.011655770895153315,0.3170665646636993,0.014372372650840752,0.06062376360039564
"Experiment: FC-D, Phase: preexposure",19h,0.005492962825585229,0.14793031857896477,0.15641150469831852,0.05090682183481701,0.2562521894576328,0.018748454500494546,0.28704150181338606,0.01918866427629409,0.0580275820145071
"Experiment: FC-D, Phase: preexposure",20h,0.009786360451697992,0.19645707117540384,0.11706115541543026,0.08818220924002639,0.24570003400098914,0.03093098314375205,0.20954796715298393,0.03281443187438179,0.06951978754533465
"Experiment: FC-D, Phase: preexposure",21h,0.007431791955159909,0.2172846088855918,0.12049757356577645,0.07622094460929775,0.26500126215792946,0.03391482752225519,0.18235322906363338,0.0366878400098912,0.060607922230464885
"Experiment: FC-D, Phase: preexposure",22h,0.0068491386416089685,0.21057559553247618,0.12146853363006921,0.06885445000824267,0.2782642237471151,0.02998951636168808,0.1887063911556215,0.03755653952357401,0.05773561139960434
"Experiment: FC-D, Phase: preexposure",23h,0.007750680019782394,0.22942965916584235,0.1250512590669305,0.060505404096604015,0.27753268731454,0.02969020462413452,0.16122805390702274,0.04333722284042202,0.0654748289647214
"Experiment: FC-D, Phase: postcond",00h,0.0068461764342235415,0.12721624629080125,0.12776142124134518,0.0006510416666666666,0.30787045623145404,0.00361028684470821,0.3959728146636993,0.004191394658753709,0.025880161968348168
"Experiment: FC-D, Phase: postcond",01h,0.007225210187932741,0.12764937252720077,0.13860078202274975,0.0057952367705242334,0.33271049703264105,0.011683203511374876,0.30105828078635016,0.015185691765578638,0.06009172539564787
"Experiment: FC-D, Phase: postcond",02h,0.004644226013847675,0.19496630811078144,0.10674146884272999,0.013009628461918893,0.38346276891691394,0.02050607381305638,0.1767746198071217,0.027251020029673587,0.07264388600395648
"Experiment: FC-D, Phase: postcond",03h,0.0081900722487421,0.23070087730615405,0.12362316152754484,0.02045502193265385,0.36227180363824024,0.023629209134305253,0.13273972713198295,0.034007305508966586,0.06438282157141013
"Experiment: FC-D, Phase: postcond",04h,0.006615124258160237,0.318224143793274,0.1036199462166172,0.0248211084322453,0.33323364861523247,0.02783599159248269,0.08904009025717109,0.03554957962413451,0.06106036721068248
"Experiment: FC-D, Phase: postcond",05h,0.007195357644853974,0.2272684679056692,0.10405669217554273,0.01671823754490083,0.3217305364672809,0.014478076682804935,0.23364682570670003,0.027397313759175382,0.047508492113071996
"Experiment: FC-D, Phase: postcond",06h,0.011753008572370589,0.14122825997362348,0.1027669592812397,0.012013682822288164,0.41190601302340923,0.01711074019122981,0.23110832921200133,0.01797209858226179,0.05414090834157599
"Experiment: FC-D, Phase: postcond",07h,0.006057327728321794,0.1416357566765579,0.07326801022090339,0.009283300362677218,0.33615490026376527,0.013622032640949557,0.36045891031981536,0.020494868941641937,0.03902489284536762
"Experiment: FC-D, Phase: postcond",08h,0.006907610039564787,0.13954855959446094,0.09652571711177053,0.004772502472799208,0.3614853795746786,0.006411504698318498,0.3451849962908012,0.009804648862512363,0.029359081355093974
"Experiment: FC-D, Phase: postcond",09h,0.006076904055390703,0.1251197762116716,0.10040646636993077,0.006611646884272997,0.35238316023738875,0.007804772502472798,0.32558497156280913,0.014798157764589516,0.06121414441147379
"Experiment: FC-D, Phase: postcond",10h,0.0048768236894164195,0.10877457344213652,0.09706432368941642,0.003771018793273986,0.3239506058358061,0.007351168397626112,0.3594476384767556,0.0113339206231454,0.08342992705242334
