experimental phase,cam_id,drink,eat,groom,hang,sniff,rear,rest,walk,eathand
Alc_W1,17202338,0.010861138274435751,0.19463627371639242,0.12664827522255198,0.02798450004495998,0.35539035102508787,0.01765824509936156,0.19246857016005753,0.035372900930671726,0.03897974552648141
Alc_W1,17202339,0.0030667742046787674,0.09599420904929501,0.14295848860212088,0.02473863087433579,0.22450500885607158,0.01488819209624365,0.4427940905849609,0.02539881075610149,0.025655794976192133
Alc_W1,17202341,0.003422939271071648,0.05318856604072754,0.142340221306091,0.029512834960472963,0.3655098307925795,0.01865960597549096,0.31864148469884707,0.02134134256008336,0.04738317439463611
Alc_W1,17202342,0.01820686731665961,0.10694875170121144,0.08699361069587916,0.04353874299993306,0.28678416646214927,0.020828545770955567,0.34581250976104955,0.04760533566854823,0.04328146962361393
Alc_W1,17202345,0.017389865327550793,0.0727799731796394,0.09468714334626797,0.043536293083770834,0.24334270143802797,0.01446573270942707,0.4628152105683632,0.027515122118237857,0.023467958228714905
Alc_W1,17202346,0.003233798446100527,0.133853234647881,0.16487091421840663,0.04495456939316373,0.25291419858654035,0.012037482728158196,0.32228322422814676,0.020779582984121237,0.04507299476748135
Alc_W1,6394836,0.0028746290801186943,0.055690388679075636,0.15103351766927428,0.03735950004495998,0.27399163182267794,0.006133244537361749,0.43890275155111935,0.015672348484848487,0.0183419881305638
Alc_W1,6394837,0.0013321969782771194,0.02071276077649669,0.13771292500056634,0.07468514281831155,0.23594510952046568,0.0030366587763607945,0.484938104514463,0.01243608002808798,0.02920102158697078
Alc_W1,6394839,0.006808276571351498,0.08103784506788958,0.10103520366873482,0.029140041925186582,0.4099088998291519,0.00649959817012859,0.33429779527470577,0.015854155426670274,0.015418184066181093
Alc_W1,6394840,0.014809255148256399,0.08617096338769774,0.05114622609937306,0.07957047198857677,0.23130752047031525,0.008598369068070771,0.5011651904241314,0.016457199192342876,0.010774804221235583
Alc_W1,6394841,0.016573323215620543,0.12067510249847103,0.08860943269078309,0.04235331675991572,0.3715537012707545,0.005033113801617324,0.3070598653362631,0.006620565950121188,0.041521578476453665
Alc_W1,6394846,0.0024571285625560697,0.06448679352701675,0.09417231672532379,0.03341039265751156,0.27841986692889836,0.007087301313458928,0.47766034377659683,0.01275468394175695,0.029551172566880595
Alc_W2,17202338,0.019640273950826626,0.11888207397202206,0.08099406528189913,0.014418848028825768,0.23911462749046222,0.012326661191182703,0.4600964391691393,0.036647745337007216,0.01787926557863502
Alc_W2,17202339,0.013387794195357912,0.09062353918539899,0.16271632758830937,0.02110470610950775,0.2599217892565343,0.015686290699565064,0.39208848217552134,0.024388871387341977,0.020082199402463318
Alc_W2,17202341,0.004750263875888715,0.05492750881245894,0.1997679883695457,0.01897871318184534,0.35276273076693293,0.00969980383566009,0.2728906732320317,0.017124176010196567,0.06909814191544025
Alc_W2,17202342,0.013705489614243322,0.1013786690993664,0.2179750781939208,0.02862317296896303,0.3161288746090302,0.017291507939690438,0.24326698963429289,0.032215268866789624,0.02941494907370278
Alc_W2,17202345,0.021156058862714225,0.06706338692747123,0.14605159571246892,0.02165604372312722,0.4163727063525708,0.009694760693594949,0.280910494761703,0.02022875915945013,0.016866193806899604
Alc_W2,17202346,0.004387022920290594,0.09041485470172923,0.1671493528087588,0.036571996827995515,0.31026559142535554,0.011599240253760357,0.3217777294587129,0.020608372557044917,0.03722583904635219
Alc_W2,6394836,0.0025611641871842172,0.05096176016520972,0.11820909605822441,0.029133250461143647,0.18926450096238673,0.007476729789878898,0.5569237333587297,0.015065800685700539,0.03040396433154223
Alc_W2,6394837,0.0026457689900886163,0.05226973949817314,0.06871252952219462,0.021740573083832926,0.33870202012555783,0.004302544459920466,0.4745707296271625,0.009023004602434442,0.028033090090635655
Alc_W2,6394839,0.0022336411542003484,0.059443236467819495,0.06798187608717896,0.011949056072853778,0.17674351529724758,0.008097500767420447,0.6466670930113574,0.013473153074797916,0.013410928067123708
Alc_W2,6394840,0.011313870899831586,0.0847474862659395,0.0667711549643115,0.041618213168658255,0.2890599311292005,0.008156853997914833,0.4672326745328416,0.014292131987328585,0.016807683053973857
Alc_W2,6394841,0.02171111397081089,0.08653769000181677,0.10340173903389249,0.027095886574214263,0.33791640172389437,0.007598811037768223,0.38418386271422517,0.00838815125456711,0.02316634368881083
Alc_W2,6394846,0.004443955036267722,0.0529443697453017,0.07845927866386414,0.029261199719749418,0.2481821706025386,0.006459479578799866,0.5420230974901087,0.012038668397626115,0.026187780765743483
Alc_W3,17202338,0.03859763401760957,0.10381583827893177,0.12105221153378408,0.005728507929172546,0.24500367879554413,0.011410954905871474,0.42547140268521677,0.034814327236464465,0.014105444617405268
Alc_W3,17202339,0.007613733685556439,0.07086160466574994,0.1904057652408869,0.014259532339388672,0.2992639652843115,0.015201382355069844,0.35530106330365974,0.024235392391015895,0.022857560734361064
Alc_W3,17202341,0.011118173877668227,0.06525909052838139,0.1715000418780511,0.016155206040011486,0.31646988968124795,0.00817384775533646,0.3520212142241792,0.013735925983535943,0.04556661003158801
Alc_W3,17202342,0.007238667342163038,0.08044566174519308,0.22021701828665163,0.026625563918843926,0.24057750416154017,0.019363073267231187,0.35537411642662414,0.029993697377626586,0.020164697474126084
