experimental phase,hour,drink,eat,groom,hang,sniff,rear,rest,walk,eathand
"Experiment: FC-B, Phase: postext",14h,0.00019705118694362018,0.05186232690405539,0.052467389960435214,0.0021026520771513352,0.2155902262611276,0.0023692507418397626,0.6068357443125618,0.004134211177052423,0.06444114737883284
"Experiment: FC-B, Phase: postext",15h,9.65937190900099e-05,0.06992380687438181,0.04222536473788329,0.002467389960435213,0.25061742705242335,0.002136653066271019,0.578128090999011,0.003078635014836796,0.051326038575667664
"Experiment: FC-B, Phase: postext",16h,0.0005903808110781405,0.0760926681503462,0.0536102868447082,0.0019991036102868444,0.22545901335311572,0.0017958704253214642,0.5664665244807122,0.0030399975272007913,0.07094615479723046
"Experiment: FC-B, Phase: postext",17h,0.0012464453511374877,0.09125015454995054,0.13151350766567754,0.006719831849653808,0.26846253709198814,0.0039927979723046484,0.4219205922354105,0.006512734915924826,0.06838139836795253
"Experiment: FC-B, Phase: postext",18h,0.00859220450049456,0.1406172725024728,0.19283197329376853,0.048432863501483674,0.2625100457467854,0.026489088773491595,0.13353424826904056,0.034239768793273985,0.1527525346191889
"Experiment: FC-B, Phase: postext",19h,0.006461733432245303,0.11037339268051434,0.16218549085064293,0.02782749134520277,0.26440328264094953,0.016095604599406527,0.27965118076162215,0.02145771513353116,0.11154410855588526
"Experiment: FC-B, Phase: postext",20h,0.0037571092977250246,0.10193882912957468,0.14411010138476754,0.020838742581602374,0.3017456416913947,0.011915028437190901,0.27545824060336305,0.027913266567754697,0.1123230403066271
"Experiment: FC-B, Phase: postext",21h,0.0022525655291790307,0.09232195845697329,0.13713526211671614,0.027145926063303665,0.23883917532146384,0.013875494559841743,0.36568527448071225,0.03494683481701286,0.08779750865479723
"Experiment: FC-B, Phase: postext",22h,0.006377503709198813,0.08316023738872404,0.1499072700296736,0.033304741592482694,0.267433234421365,0.015815869188921857,0.31962707096933723,0.028094862759643915,0.09627920994065281
"Experiment: FC-B, Phase: postext",23h,0.003315096439169139,0.08590813550939665,0.1168382171117705,0.02175522378832839,0.24097196463897128,0.011177825173095943,0.41311047230464887,0.02433079871414441,0.08259226632047477
