experimental phase,cam_id,drink,eat,groom,hang,sniff,rear,rest,walk,eathand
Trap2_preexposure,17202338,0.005083456973293766,0.060835011304224994,0.08511577999152185,0.0142812985728416,0.33276291154443965,0.04346836583298008,0.3979535820262824,0.034267698177193724,0.026231895577222
Trap2_preexposure,17202339,0.009422778013282465,0.06186881800197824,0.10942057015684611,0.0017632824643210396,0.30872271089444686,0.03161809382506712,0.4146337607743392,0.029434612123781262,0.03311537374593754
Trap2_preexposure,17202341,0.01460425701894545,0.03153443135128966,0.13459933519744352,0.0011223892946815796,0.35626426614928075,0.02590099649052727,0.38375299589134915,0.035026517204976036,0.0171948114015065
Trap2_preexposure,17202342,0.015270526566261686,0.10331308437377527,0.12121845431386821,0.002691006242651588,0.2808325401713228,0.02290045350204356,0.40456607622753493,0.023107608756508587,0.02610024984603325
Trap2_preexposure,17202345,0.01970105623851915,0.07957812279214353,0.11862397555461356,0.00493402924968207,0.35066297513070516,0.05373180726296453,0.29497553695068524,0.05457397202204323,0.023218524798643503
Trap2_preexposure,17202346,0.013185755963250393,0.08492540587194702,0.19472785536977855,0.013137251055695048,0.25951293583086066,0.06021884272997036,0.2891970476204063,0.0660499529217074,0.019044952636384383
Trap2_preexposure,6394836,0.00491093507135792,0.05448139660166735,0.07238225501624981,0.008039246856012436,0.32897988201215195,0.019642636357213507,0.47417072912250935,0.015710333651264657,0.021682585311572695
Trap2_preexposure,6394837,0.004585115203351369,0.04779084482457672,0.08550074183976258,0.0006982021295164952,0.2741505934718101,0.011003883749345432,0.5385665037528365,0.019275615290626644,0.018428499738174193
Trap2_preexposure,6394839,0.0024752356432187115,0.034282460944318374,0.08955865988828765,0.02779793593995462,0.450239870614418,0.03932568947460288,0.2732249574533076,0.07137120352592073,0.01172398651597137
Trap2_preexposure,6394840,0.0024681627101879326,0.05723669104140172,0.12157362759643921,0.00039697258725448635,0.2729872076798078,0.020869431786067538,0.4952387575950261,0.020680328882294756,0.008548820121520419
Trap2_preexposure,6394841,0.008692834700645836,0.05218908186419971,0.1229245941700122,0.050910281026357126,0.28567616512480354,0.01538750218188165,0.431266582300576,0.009801121487170536,0.023151837144353295
Trap2_preexposure,6394846,0.006819362017804154,0.03753818292895793,0.05355515796823179,0.007763789492057952,0.2914477875720022,0.02699598533775529,0.5403156091813582,0.025404084482457675,0.01016004101937511
Trap2_postconditioning,17202338,0.004987063038286168,0.03722248860099878,0.14470805891293337,0.0002015180574654411,0.3187183361076934,0.025209434030542082,0.42066792719114143,0.02139642288485199,0.026888751176087425
Trap2_postconditioning,17202339,0.021119137656510092,0.047826273793153365,0.13029465513497865,0.0008680429905189262,0.32535327856987767,0.02372982557718752,0.3979513461677643,0.031944343924151415,0.020913096185857998
Trap2_postconditioning,17202341,0.012976767749873346,0.02669560143301729,0.10957222081493816,0.0013746652674241876,0.32865808424404724,0.022335483462401398,0.4519195103857568,0.028163901353405223,0.018303765289136572
Trap2_postconditioning,17202342,0.009763787363392921,0.05364926358833323,0.15350180031844832,0.0018577657957588476,0.31974175834117396,0.015668424766591877,0.39500660418325245,0.01693995621336035,0.03387063942968806
Trap2_postconditioning,17202345,0.017093299920387932,0.0507343761308533,0.14443710646305272,0.003009879134399652,0.20590395889122093,0.03235348664688427,0.4907211225302163,0.033451997539263235,0.022294772743721502
Trap2_postconditioning,17202346,0.006496073677353985,0.05509992219729319,0.29173368857204884,0.00528967938047333,0.43336967141926613,0.028952784613157704,0.11858851414923645,0.04065033111384527,0.01981933487732503
Trap2_postconditioning,6394836,0.02482268220308316,0.052083484113772886,0.09071886082362306,0.005849451762321777,0.5118389031627706,0.012188563002098862,0.2550775313020192,0.02349528660345951,0.02392523702685098
Trap2_postconditioning,6394837,0.005434428602446265,0.03527990880799016,0.15152665195049578,0.00011941810812766882,0.4788865166099731,0.008534776000578996,0.2942573007888833,0.01737262068466382,0.008588378446840848
Trap2_postconditioning,6394839,0.02619078852138669,0.029570230513135988,0.0571302562061229,0.0008850057899688786,0.6263891401896213,0.02044243504378664,0.12484258522110443,0.10822944561047983,0.00632011290439314
Trap2_postconditioning,6394840,0.0006724053701961351,0.05202309654773106,0.20634476550626035,9.612253021640008e-05,0.2072053448650214,0.009293804733299557,0.5020721755808061,0.010253220670188898,0.012039064196279948
